9.7,9.9,10.3,10.7,10.7,10.9,9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,16.9
9.9,10.3,10.7,10.7,10.9,9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,16.9
10.3,10.7,10.7,10.9,9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,16.8
10.7,10.7,10.9,9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,16.8
10.7,10.9,9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,16.9
10.9,9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,16.9
9.1,10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,16.9
10.4,10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,16.9
10.8,10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,16.9
10.7,10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,17.3
10.4,9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,17.0
9.3,9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,16.7
9.0,8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,16.4
8.5,8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,16.3
8.6,9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,16.1
9.0,9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,15.9
9.0,8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,15.8
8.8,9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,15.8
9.2,9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,16.0
9.6,9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,16.3
9.3,8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,16.6
8.6,8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,16.7
8.0,8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,16.8
8.1,7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,16.8
7.6,6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,16.6
6.8,6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,16.6
6.9,6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,16.5
6.9,5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,16.4
5.8,5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,16.3
5.5,5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,16.4
5.3,4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,16.5
4.6,3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,16.5
3.7,3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,16.7
3.5,2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,17.2
