2.7,2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,16.8
2.3,1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,16.3
1.4,1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,15.9
1.2,1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,15.6
1.0,0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,15.4
0.7,0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,15.1
0.9,2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,14.9
2.1,3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,15.0
3.2,4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,15.1
4.2,4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,15.7
4.4,5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,16.7
5.0,4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,17.3
4.9,4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,17.2
4.9,3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,17.2
3.8,3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,17.2
3.6,3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,17.2
3.5,4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,17.2
4.2,4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,17.6
4.3,5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,18.4
5.0,5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,19.0
5.3,3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,18.9
3.4,2.2,2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,18.0
2.2,3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,17.0
3.1,2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,16.7
2.4,1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,16.4
1.7,1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,16.1
1.1,0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,15.7
0.9,0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,15.5
0.8,-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,15.4
-0.2,-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,15.3
-0.9,-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,15.3
-0.9,-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,15.4
-0.8,-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,15.9
-1.0,-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,16.2
-0.6,-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,16.4
-0.3,-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,16.3
-0.4,-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,16.5
-0.7,-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,16.9
-1.1,-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,17.2
-1.3,-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,17.1
-1.5,-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,16.9
-2.0,-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,17.3
-2.0,-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,17.8
-3.1,-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,18.1
-3.6,-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,17.5
-5.6,-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,15.9
-6.4,-6.0,-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,15.6
-6.4,-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,15.0
-6.3,-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,14.7
-6.5,-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,14.4
-6.4,-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,14.3
-6.7,-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,14.2
-6.0,-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,14.2
-5.4,-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,14.3
-4.4,-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,14.5
-3.1,-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,14.7
-2.5,-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,15.8
-1.6,-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,17.1
-0.6,-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,18.1
-0.3,-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,17.4
-0.5,-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,16.7
-1.6,-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,16.3
-1.9,-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,16.1
-2.4,-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,16.1
-2.7,-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,16.5
-3.4,-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,16.8
-4.3,-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,16.7
-4.5,-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,16.2
-4.9,-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,16.0
-5.7,-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,16.0
-7.0,-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,15.4
-7.0,-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,14.9
-5.6,-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,14.6
-6.7,-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,14.4
-7.4,-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,14.3
-4.2,0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,14.2
0.0,1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,14.0
1.7,1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,14.2
1.5,1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,14.4
1.3,2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,15.4
2.1,2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,16.0
2.5,3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,16.5
3.3,3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,16.8
3.2,3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,16.8
3.3,3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,16.5
3.5,3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,16.3
3.7,4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,16.1
4.0,4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,16.0
4.2,4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,4.5,17.0
4.4,4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,4.5,3.6,18.1
4.6,4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,4.5,3.6,0.6,18.0
4.8,4.7,4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,4.5,3.6,0.6,0.5,17.3
4.8,5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,4.5,3.6,0.6,0.5,-0.1,-0.9,16.7
5.1,5.0,5.0,5.2,5.4,5.4,5.7,6.3,7.6,7.2,7.2,7.2,7.6,7.4,6.8,6.6,6.4,4.5,3.6,0.6,0.5,-0.1,-0.9,-1.8,16.4
